well,eval_span,n_eval,floor,v2_base,v2_dz,v2_dz_g3s15,v2_dz_g3s25,v2_dz_g15s15,v2_spread2_dz,v2_spread8_dz,v2_N300_dz,seedens_best,beam_cons
0849b4e2,43.0,5428,14.265487027014489,9.159170254754097,9.451449706388718,9.440045958746126,9.50029864588362,9.3721169769704,4.452305093103622,10.539114757860645,9.62553589153401,9.49949837471529,12.92310203377635
084d66f9,44.63000000000102,4111,10.854309121921627,9.496141037477091,9.795167383447012,9.872924933809946,10.047901288896805,9.97239354823033,9.86303080085732,9.837736369213928,9.83008474880054,9.827070429078116,10.098377429509943
08fecf00,15.979999999997744,5406,4.648073103319937,9.683941927011187,7.296544099625383,7.313312575886521,7.35190297648509,7.607175160467061,7.288008161643578,7.477738944397598,7.335919368254637,7.322887684262755,4.872887563226232
09053135,24.219999999999345,5632,12.825889369608856,4.463149117661012,3.7877701293780994,10.184559614709867,14.823407494863604,15.844990663539582,10.295899908053837,8.091298512362947,9.4561215111043,8.262886983505954,15.367394110837264
09441b8d,34.72999999999956,5398,16.143518839420647,18.065754295752644,0.5653551319704001,0.7316661620332572,0.8805532975227977,0.8380799758290984,0.616859182312158,0.725445129334204,0.8113654087149555,0.808367984186327,13.07586808287677
0955cd6c,20.079999999999927,5201,8.01845897236318,5.66409967700386,7.58659545720078,6.548941594293661,10.083499025056016,10.031580213455314,6.584902332403863,10.026857857277665,6.003821472636538,7.11523974132168,7.711605391854038
09ec2ca9,19.56000000000131,5712,9.651310182317328,8.275555377286915,13.843504295800068,13.709901773509284,13.598553007565005,13.744597554974387,12.96848246393026,13.860319070306367,12.978873740761044,13.463241493825368,7.296401534328153
0a57a29c,22.329999999999927,5252,6.9881179933040976,16.231481381917245,5.907330111332064,13.75660940696148,15.881976866486479,5.728429652997891,5.813964378539881,5.899236112703597,15.71443227706114,14.202443618560173,3.7978926067085648
0bbf5e67,38.350000000000364,4403,24.972111996400375,1.2119052915045103,0.8602552291866701,0.8871966565378521,0.864194441904063,0.8908530618243661,0.9003437431928,0.9153268150231317,0.7037958109414517,0.9083891671185139,24.90103045716743
0be01c24,20.969999999999345,4661,7.289870597158528,2.869854556806801,5.3768223293002055,3.6552416800454726,5.334633018150212,3.2259610577866735,3.175151893347657,5.440532701133647,5.265790182243983,3.240318364327961,6.790401846793112
0c1b160c,27.18000000000029,4901,8.876477468830188,9.91639817977483,3.131398777237284,3.2547751688393944,3.482649171767332,8.770477061593478,2.637156807094292,5.070042184246573,2.6175227697735144,3.768279090565504,8.963914393433539
